,users_id,users_name,users_last_name,users_last_name_2,users_initial,users_years,users_gender,users_sector,users_ccaa,users_prov,users_prox,users_phone,users_mail,users_lang,users_lgtb,users_family,users_relig,users_politic,users_vegan,users_pets,users_smoke,users_env,users_range,users_budget,users_sqr_m,users_bath,users_outs,users_facil,users_drive,users_max_p,accion,activo,ajedrez,alegre,alternativa,amable,animales,antiguedades,apasionado,arte,artesanias,astrologia,astronomia,atento,aventura,aventurero,aves,badminton,bailarin,baile,baloncesto,beatboxing,beisbol,belico,bingo,biologia,blogging,blues,bolero,bolillo,bolos,bordado,boxeo,bricolage,buceo,calmado,cantante,canto,carpinteria,cartas,casino,caza,ceramica,cerveza,ciclismo,cienciaficcion,cine,cinefilo,clasica,cocina,colaborador,comedia,comics,comprador,conciertos,copla,corazon,correr,cosplay,costura,creativo,crimen,croche,crossfit,crucigramas,cultura,dardos,decidido,deportista,dibujo,disfraces,divertido,documental,drama,electronica,empatico,emprendedor,entustiasta,escritura,esqui,excursionismo,excursionista,familiar,fantasia,fiestero,filatelia,filologia,fisica,flamenco,flexible,folk,foodie,fotografia,fotografo,fronton,fumadores,futbol,gamer,ganchillo,gastronomia,generoso,gimnasio,golf,gospel,gracioso,hipica,historia,historica,hogar,honesto,iglesia,india,instrumental,instrumentos,jardineria,jazz,latina,libros,literatura,lounge,macrame,madrugador,magia,manualidades,matematicas,meditacion,mediterranea,mesa,metal,mexicana,misterio,moda,modelismo,montanismo,motociclismo,museos,musica,musical,natacion,negro,nocturno,numismatica,opera,optimista,ordenado,oriental,pachangueo,padel,pesca,petanca,pintura,piraguismo,playa,poesia,poker,politica,practico,proactivo,punk,puntocruz,quimica,rb,reciclaje,reggae,relajado,remo,reposteria,robotica,rock,rol,romantica,rompecabezas,saludable,sensato,sociable,socializar,soul,suspense,tarot,teatro,tecnologia,tejido,telenovelas,tenis,tenismesa,terror,trabajo,tratofacil,turismo,vegano,vegetariano,viajar,viajero,videojuegos,vino,vivo,voluntariado,western,yeye,yoga,zarzuela,zoologia
295,296,Marga,Mälzer,,M. M.,62,mujer,comunicacion,Andalucía,Almería,misma provincia,+34742858883,marga_mälzer@clix.pt,Deutsche,no acepto,Familia,no acepto,acepto,Común,acepto,no acepto,interior,70-80,1100,400,privado,['no'],"['buffet' 'esqui' 'salacine' 'lavanderia' 'futbol' 'tenis' 'baloncesto'
 'golf' 'barbacoa' 'lavavajillas']",True,<3,0,0,0,0,2,0,4,0,2,2,0,0,5,1,3,0,0,2,0,3,0,5,0,2,4,5,5,0,1,0,1,0,0,0,0,0,0,3,4,4,0,0,0,0,4,0,0,2,1,1,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,5,1,0,4,4,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,4,5,4,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,0,4,2,0,0,1,0,2,4,0,4,2,2,4,0,0,0,0,0,2,2,2,0,3,0,0,0,0,0,2,4,5,0,1,0,0,5,1,0,0,2,3,3,4,0,5,0,0,0,4,0,0,2,0,3,2,0,4,0,0,0,0,2,0,0,0,2,0,1,0,5,0,1,3,2,4,5,4,3,3,0,0,1,2,0,0,0,0,0,2,5,0
296,297,Vitória,Correia,Vaz,V. C.,63,mujer,forestal,Cataluña,Lérida,misma provincia,+34701760100,vitória_correia@yahoo.com,Português,no acepto,Familia,no acepto,no acepto,Común,no acepto,acepto,costa,60-70,400,850,compartido,['jardin'],['buffet' 'hipica'],True,<3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,5,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,5,0,0,4,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
297,298,Clàudia,Flores,Tamarit,C. F.,62,mujer,sanidad,Islas Baleares,Islas Baleares,misma provincia,+34963553372,clàudia_flores@gmail.com,Català,no acepto,Familia,acepto,no acepto,Vegano,no acepto,acepto,montaña,+80,1300,400,privado,['no'],"['futbol' 'piscina' 'cubierta' 'baloncesto' 'rehabilitacion' 'spa' 'tenis'
 'padel' 'billar' 'futbolin' 'zonasverdes' 'lavanderia' 'cocina'
 'gimnasio' 'pingpong' 'garage' 'lavavajillas' 'salacine' 'golf'
 'barbacoa' 'salamanualidades' 'hipica' 'trastero' 'huerto' 'recreativos'
 'buffet' 'esqui']",True,<3,4,0,3,2,0,4,3,0,0,0,5,0,0,0,0,0,0,5,0,0,0,3,5,5,0,0,1,4,4,0,0,0,0,0,5,0,0,1,0,0,4,4,0,0,4,0,3,0,0,3,4,0,0,2,0,0,5,5,4,0,0,0,0,5,0,0,3,2,5,0,0,0,0,0,0,0,5,1,0,0,0,0,3,3,0,2,5,2,4,0,0,4,5,4,0,4,0,0,0,4,1,0,0,4,4,2,0,4,0,0,0,0,0,1,0,0,5,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,2,4,0,5,0,0,0,1,0,0,0,1,0,1,0,0,0,1,5,0,0,0,0,1,0,1,0,0,5,0,0,5,4,0,0,0,0,0,4,0,4,0,1,2,2,5,3,0,0,0,0,3,0,0,1,0,1,4
298,299,Severiano,Cabeza,Lluch,S. C.,67,hombre,empresariales,Región de Murcia,Murcia,misma comunidad,+34819625131,severiano_cabeza@yahoo.com,Castellano,no acepto,Individual,no acepto,no acepto,Vegano,no acepto,no acepto,costa,70-80,1400,50,compartido,['terraza' 'piscina'],"['cocina' 'salamanualidades' 'salacine' 'lavavajillas' 'garage' 'tenis'
 'pingpong' 'baloncesto' 'hipica' 'rehabilitacion' 'padel' 'gimnasio'
 'buffet' 'recreativos' 'trastero' 'cubierta' 'barbacoa' 'esqui' 'huerto']",True,<3,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,2,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,0,0,3,3,0,0,5,0,1,0,0,0,0
299,300,Beatriz,Redondo,Pol,B. R.,63,mujer,forestal,Canarias,Santa Cruz de Tenerife,misma comunidad,+34727372471,beatriz_redondo@gmail.com,Castellano,acepto,Grupo,no acepto,no acepto,Común,acepto,no acepto,montaña,60-70,500,700,privado,['piscina'],"['trastero' 'lavanderia' 'buffet' 'piscina' 'spa' 'golf' 'hipica'
 'zonasverdes' 'cubierta' 'salacine' 'gimnasio' 'salamanualidades'
 'recreativos' 'baloncesto' 'cocina' 'padel' 'barbacoa' 'futbolin'
 'lavavajillas' 'esqui' 'futbol' 'pingpong' 'garage' 'huerto']",True,<9,0,0,0,0,5,0,3,0,0,0,1,4,3,0,0,0,3,0,0,1,3,0,0,5,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,5,2,5,0,0,3,0,0,0,5,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,3,3,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,2,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0
300,301,Clementina,Santiago,Fonseca,C. S.,73,mujer,construccion,Cataluña,Tarragona,misma provincia,+34746067551,clementina_santiago@hotmail.com,Castellano,acepto,Individual,no acepto,no acepto,Vegetariano,acepto,acepto,costa,70-80,1500,250,compartido,['piscina' 'terraza'],['salacine' 'pingpong' 'baloncesto' 'zonasverdes'],True,<6,0,0,0,5,0,0,2,5,0,0,0,0,3,0,0,0,0,2,3,2,0,0,0,0,0,1,0,0,4,0,2,0,0,0,0,0,4,0,0,0,4,0,4,5,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,1,1,0,2,0,0,0,1,0,0,2,0,5,0,5,0,1,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,4,4,5,5,0,3,0,0,0,0,3,0,0,4,0,5,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,5,0,0,0,0,0,0,3,2,4,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,1,5,1,0,0,0,2,0,0,0,5,1,0,4,2,0,4,0,0,0,2,0,0,0,0,4
301,302,Claudio,Valls,Calzada,C. V.,66,hombre,investigaciontecnica,Andalucía,Sevilla,misma provincia,+34740294059,claudio_valls@hotmail.com,Euskara,no acepto,Individual,acepto,acepto,Común,no acepto,acepto,costa,70-80,700,750,compartido,['jardin' 'terraza'],"['futbolin' 'huerto' 'futbol' 'salacine' 'piscina' 'cubierta' 'pingpong'
 'golf' 'salamanualidades' 'hipica' 'buffet' 'trastero' 'rehabilitacion'
 'zonasverdes' 'tenis' 'cocina' 'barbacoa' 'garage' 'baloncesto']",True,<3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,1,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
302,303,María Teresa,Muro,Barranco,M. M.,66,otro,amacasa,Principado de Asturias,Asturias,misma provincia,+34954306322,maría teresa_muro@hotmail.com,Euskara,acepto,Grupo,acepto,acepto,Común,no acepto,no acepto,montaña,70-80,500,200,privado,['terraza' 'piscina'],"['buffet' 'salacine' 'pingpong' 'padel' 'gimnasio' 'zonasverdes' 'cocina'
 'salamanualidades' 'billar' 'hipica' 'garage' 'lavavajillas']",False,<3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,4,0,2,1,0,4,0,0,1,0,0,0,0,0,4,0,0,0,5,3,3,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,3,5,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,0,0,2,4,0,0,3,2,0,0,5,0,0,0,0,0,0,1,3,0,0,0,5,0,0,0,0,1,4,0,0,5,0,0,0,0,0,0,0,1,4,0,0,5,0,0,4,0,0,1,0,0,0,0,0,0,4,5,0,0,5,0,0,4,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,2,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,5,0,5,0,5,3,1,0
303,304,Teobaldo,Fuente,Carrera,T. F.,65,hombre,enseñanza,La Rioja,La Rioja,misma provincia,+34735497145,teobaldo_fuente@gmail.com,Castellano,no acepto,Individual,acepto,no acepto,Común,acepto,no acepto,costa,60-70,1400,150,compartido,['jardin' 'terraza'],"['salacine' 'hipica' 'trastero' 'garage' 'zonasverdes' 'tenis'
 'rehabilitacion' 'futbolin' 'salamanualidades']",True,+10,5,0,4,0,0,3,0,2,0,0,3,0,3,2,0,0,4,0,2,4,1,0,0,0,3,1,0,0,0,0,0,0,5,0,0,5,0,3,2,0,0,0,0,4,0,0,3,3,1,2,0,2,0,0,0,0,0,0,2,0,0,3,0,1,2,2,1,1,0,2,0,0,3,2,0,0,1,5,0,4,0,0,0,0,3,0,2,2,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,1,0,3,0,5,1,0,0,0,5,0,0,5,0,3,0,2,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,2,0,2,0,1,5,0,4,0,0,0,0,0,0,4,0,2,3,1,1,0,2,4,5,3,2,0,0,0,0,1,4,0,2,0,1,2,0,0,2,4,5,0,0,0,0,0
304,305,Fátima,Arjona,Mendez,F. A.,63,mujer,derecho,Castilla-La Mancha,Cuenca,todo el país,+34747917254,fátima_arjona@yahoo.com,Galego,acepto,Familia,acepto,no acepto,Común,no acepto,acepto,costa,+80,1100,750,compartido,['jardin'],"['rehabilitacion' 'lavavajillas' 'cubierta' 'huerto' 'baloncesto' 'spa'
 'futbolin' 'garage' 'tenis' 'golf' 'barbacoa' 'zonasverdes']",False,<3,0,0,2,0,1,0,0,3,3,0,0,0,1,0,0,4,0,0,0,0,3,3,0,0,5,0,5,0,5,4,0,1,4,4,0,0,0,1,0,1,0,0,4,0,5,0,0,0,4,0,0,0,1,4,0,0,0,4,2,0,0,0,5,1,0,0,0,0,0,0,4,3,0,0,0,1,0,4,0,0,0,3,0,1,2,0,2,0,5,0,0,0,0,2,0,0,2,1,3,3,0,1,0,0,0,3,0,0,0,3,0,2,0,0,0,4,0,0,0,0,4,0,0,0,5,0,0,2,2,1,3,0,4,2,0,1,1,0,0,0,0,3,4,5,2,0,2,1,3,2,4,3,0,1,2,5,0,2,3,2,0,5,0,0,0,0,0,0,0,0,5,4,2,1,0,1,4,0,0,0,0,4,0,0,1,3,0,0,5,0,0,0,1,0,0,4,5,0,0,4,0,0
305,306,Albino,Catalá,Bernal,A. C.,61,hombre,musica,Aragón,Zaragoza,misma comunidad,+34804700757,albino_catalá@yahoo.com,Castellano,no acepto,Familia,no acepto,no acepto,Común,no acepto,no acepto,costa,50-60,300,350,privado,['terraza'],"['spa' 'lavavajillas' 'billar' 'golf' 'salamanualidades' 'zonasverdes'
 'buffet']",True,<3,1,4,0,0,0,0,3,0,2,0,4,4,3,3,0,4,0,0,0,0,0,0,1,0,0,5,4,2,0,5,0,5,0,0,0,1,3,0,0,5,0,4,5,5,0,5,0,0,5,0,1,0,1,0,0,1,5,3,0,0,5,0,0,2,0,1,2,0,0,1,1,0,0,2,5,0,0,2,5,5,0,3,0,2,0,0,0,5,0,4,1,5,0,4,3,2,4,0,0,4,4,4,0,0,0,4,0,0,0,2,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,1,0,0,4,5,0,4,2,4,0,0,0,0,0,0,3,0,0,0,4,3,4,1,3,0,0,0,0,0,2,0,0,0,5,0,1,5,1,3,0,0,0,4,2,0,0,5,3,0,0,4,0,5,0,1,0,1,2,0,0,4,3,5,1,0,0,0,0,0,0,0,5,4,3,0
306,307,Alexandre,Leal,Paiva,A. L.,64,hombre,enseñanza,Ciudad Autónoma de Melilla,Melilla,misma provincia,+34698732860,alexandre_leal@yahoo.de,Português,acepto,Familia,no acepto,no acepto,Común,no acepto,acepto,interior,50-60,700,800,privado,['piscina' 'jardin'],"['rehabilitacion' 'baloncesto' 'gimnasio' 'buffet' 'futbol' 'zonasverdes'
 'spa' 'tenis' 'lavavajillas' 'padel' 'recreativos' 'huerto']",True,<6,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,3,4,0,0,0,0,0,1,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,1,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
307,308,Magdalena,Torre,Escudero,M. T.,60,mujer,rh,Canarias,Santa Cruz de Tenerife,misma provincia,+34993404003,magdalena_torre@hotmail.com,Castellano,acepto,Familia,no acepto,acepto,Común,no acepto,acepto,montaña,50-60,1200,1000,compartido,['piscina' 'jardin' 'terraza'],"['recreativos' 'zonasverdes' 'salacine' 'lavavajillas' 'billar' 'trastero'
 'golf' 'futbolin' 'futbol' 'pingpong' 'barbacoa' 'buffet' 'baloncesto'
 'salamanualidades']",True,<6,0,0,0,2,4,0,5,0,0,0,0,4,1,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,5,0,0,1,4,5,0,0,5,0,3,1,5,0,0,5,5,4,2,0,5,0,0,5,0,0,1,0,0,4,1,0,5,0,0,3,3,0,0,0,5,0,2,0,2,0,0,0,5,2,3,0,1,4,0,0,0,0,4,3,0,4,0,0,3,0,1,5,0,0,0,4,3,4,3,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,4,0,2,3,5,0,5,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,2,0,3,0,2,0,4,0,4,0,2,0,0,0,0,3,0,5,0,0,0,4,0,0,5,4,0,4,0,0,3,4,0,4,5,0,0,0,3,1,2,1,3,4,2,2,0,0
308,309,Maribel,Ramirez,Pascual,M. R.,61,mujer,investigaciontecnica,Canarias,Santa Cruz de Tenerife,misma provincia,+34837216925,maribel_ramirez@yahoo.com,Castellano,no acepto,Individual,acepto,no acepto,Vegano,no acepto,acepto,interior,50-60,400,100,privado,['jardin' 'piscina'],['golf' 'pingpong' 'lavavajillas' 'recreativos' 'spa'],False,<3,0,0,1,0,1,0,0,2,0,0,0,0,1,0,2,0,0,0,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,5,4,0,4,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,4,2,0,4,0,0,0,0,1,0,5,0,4,5,3,0,3,0,2,0,0,2,0,0,0,5,0,0,0,0,0,0,0,3,5,0,0,2,5,0,0,0,5,0,0,1,5,4,1,0,0,0,1,4,2,0,0,0,2,0,4,0,1,0,0,0,0,3,3,0,0,4,5,2,0,1,0,0,3,5,2,0,0,1,0,2,4,3,0,0,4,0,0,0,4,0,0,3,0,0,0,0,5,2,0,1,2,0,0,0,4,0,5,0
309,310,Irene,Bas,Escobar,I. B.,74,mujer,derecho,Extremadura,Badajoz,misma comunidad,+34893938820,irene_bas@hotmail.com,Euskara,no acepto,Individual,no acepto,no acepto,Común,acepto,acepto,interior,50-60,1500,1000,privado,['no'],"['cocina' 'recreativos' 'salacine' 'golf' 'salamanualidades' 'tenis'
 'gimnasio' 'zonasverdes' 'padel' 'baloncesto' 'hipica' 'barbacoa'
 'buffet' 'lavanderia' 'rehabilitacion' 'piscina' 'futbol' 'huerto' 'spa']",True,<9,0,0,0,0,0,5,5,0,1,5,0,4,1,0,1,0,5,3,0,0,3,5,3,0,0,4,0,2,4,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,3,5,0,2,0,0,0,0,4,2,0,0,0,4,0,0,0,4,0,5,1,0,0,0,4,0,0,0,0,1,0,3,0,0,0,0,0,4,0,0,1,5,0,0,0,0,5,0,0,4,0,0,0,0,0,0,5,1,0,0,0,5,0,0,5,1,2,5,0,0,0,0,1,0,0,0,0,2,0,2,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,5,0,4,0,0,0,4,0,0,0,1,0,5,0,0,0,0,0,3,0,0,0,0,0,0
310,311,Adam,Escalona,Montaña,A. E.,78,hombre,otro,Canarias,Las Palmas,misma comunidad,+34831468456,adam_escalona@yahoo.com,Català,no acepto,Grupo,no acepto,acepto,Común,no acepto,no acepto,montaña,+80,400,1000,privado,['piscina' 'terraza' 'jardin'],"['baloncesto' 'rehabilitacion' 'esqui' 'garage' 'billar' 'padel'
 'salacine' 'spa' 'futbolin' 'tenis' 'buffet' 'lavavajillas' 'futbol'
 'gimnasio' 'cubierta' 'salamanualidades' 'recreativos' 'golf' 'hipica'
 'trastero']",True,+10,0,4,0,0,4,0,3,0,2,0,0,5,5,1,3,0,0,0,1,1,0,4,1,0,3,2,0,0,1,0,3,3,3,0,0,4,3,3,5,3,0,0,2,4,0,0,3,1,0,1,2,5,1,0,0,1,0,0,0,0,0,0,1,3,2,0,5,0,5,4,0,2,4,0,0,0,3,0,5,4,1,0,3,0,0,0,4,0,0,4,0,0,1,4,0,1,5,4,3,0,2,3,0,2,0,0,2,0,1,0,0,0,4,2,0,5,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,4,0,4,0,5,0,0,0,0,5,0,0,3,0,5,2,0,1,4,1,1,2,0,0,3,0,0,4,4,1,5,0,0,0,0,0,3,0,2,2,4,0,0,0,5,2,2,0,1,1,0,5
311,312,Dietmar,Binner,,D. B.,89,hombre,seguridad,Cataluña,Lérida,misma provincia,+34740726310,dietmar_binner@yahoo.co.uk,Deutsche,no acepto,Grupo,no acepto,no acepto,Común,no acepto,acepto,costa,50-60,1400,600,privado,['piscina' 'jardin' 'terraza'],"['padel' 'recreativos' 'trastero' 'tenis' 'zonasverdes' 'futbolin'
 'gimnasio' 'cubierta' 'futbol' 'spa' 'cocina' 'baloncesto' 'garage'
 'salacine' 'billar' 'esqui' 'lavavajillas' 'pingpong' 'huerto']",True,<3,0,0,0,2,0,1,0,4,0,0,0,0,0,3,1,0,0,0,0,0,5,0,5,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,4,0,0,0,2,0,2,5,0,0,2,0,0,2,4,4,3,0,5,1,0,0,0,5,4,2,0,2,0,0,0,0,3,0,1,0,5,1,0,0,0,0,1,5,3,1,0,0,4,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,5,0,5,0,0,0,0,2,2,2,0,0,0,0,0,5,1,0,1,0,2,5,4,0,2,0,0,0,2,1,4,0,0,0,1,0,0,3,0,0,0,0,5,0,3,0,1,2,0,1,0,0,0,3,0,0,0,2,0,2,0,0,0,0,2,1,0,0,0,0,2,3,0,0,0,0,0,0,5,5,0,2,5,5,4,0,4,5,0,3,0,4,0,0,0,0,4
312,313,Gil,Elorza,Ruiz,G. E.,63,hombre,rh,Canarias,Santa Cruz de Tenerife,misma provincia,+34730557067,gil_elorza@gmail.com,Castellano,no acepto,Grupo,no acepto,no acepto,Común,no acepto,no acepto,costa,70-80,900,600,privado,['piscina' 'jardin' 'terraza'],"['golf' 'lavanderia' 'futbolin' 'padel' 'rehabilitacion' 'baloncesto'
 'tenis' 'spa']",True,<9,0,0,0,0,0,0,5,0,4,1,0,5,1,2,3,1,0,2,2,4,0,5,2,0,5,0,0,0,4,0,0,0,2,0,5,2,0,1,0,0,3,5,0,5,2,4,0,4,0,0,0,0,0,1,4,5,0,5,0,0,0,4,0,0,4,1,1,0,0,0,4,3,2,0,5,4,0,0,4,4,2,0,5,2,3,0,0,5,0,2,0,4,1,3,0,0,0,4,0,0,4,0,0,0,0,0,3,0,5,2,0,4,3,0,0,5,0,4,0,2,4,0,3,3,2,4,4,0,0,5,0,0,0,0,1,0,1,3,0,0,4,5,0,0,0,0,1,3,1,4,4,5,2,2,0,0,5,0,2,0,0,5,3,0,0,0,4,5,0,2,0,0,0,0,0,4,5,5,1,0,0,2,4,0,1,4,0,2,2,0,2,5,0,0,0,0,1,3,0,3,0,0
313,314,Noémi,Pelletier,,N. P.,60,mujer,empresariales,Islas Baleares,Islas Baleares,misma comunidad,+34801341760,noémi_pelletier@hotmail.com,Français,acepto,Individual,acepto,acepto,Común,no acepto,no acepto,montaña,70-80,700,250,privado,['jardin' 'terraza'],"['hipica' 'cubierta' 'pingpong' 'golf' 'piscina' 'huerto' 'recreativos'
 'gimnasio' 'buffet' 'barbacoa' 'cocina' 'futbolin']",True,<6,3,1,1,1,1,2,0,3,2,1,0,4,2,0,1,0,3,2,4,1,0,0,5,0,0,0,5,0,0,2,0,0,0,0,0,5,0,2,4,0,0,2,0,1,0,0,3,0,0,5,0,0,0,0,2,0,2,0,0,0,2,5,0,0,1,0,0,0,0,0,0,2,0,5,0,3,0,0,3,0,4,5,0,0,0,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,1,5,5,3,0,1,0,0,0,0,4,1,3,5,0,0,2,0,3,0,3,3,0,2,3,0,2,2,0,0,0,1,4,0,0,0,1,4,1,1,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,5,0,0,0,0,0,2,0,5,2,4,5,2,0,0,4,4,2,0,0,2,5,4,0,0,4,0,1,2,0,0
314,315,Porfirio,Francisco,Campillo,P. F.,85,hombre,mantenimiento,Aragón,Teruel,misma provincia,+34746013373,porfirio_francisco@hotmail.com,Euskara,no acepto,Grupo,acepto,no acepto,Común,no acepto,acepto,costa,70-80,800,400,privado,['no'],"['trastero' 'garage' 'spa' 'lavavajillas' 'tenis' 'futbolin' 'piscina'
 'buffet' 'golf' 'cubierta' 'billar' 'futbol' 'gimnasio'
 'salamanualidades' 'lavanderia' 'padel' 'rehabilitacion' 'barbacoa'
 'huerto' 'recreativos' 'hipica' 'pingpong']",True,<6,4,3,0,0,2,0,1,0,3,0,0,0,0,0,2,3,0,0,0,4,5,0,5,5,3,0,0,4,1,0,0,1,4,3,0,3,0,3,0,4,3,2,0,0,0,0,0,0,3,4,1,0,0,0,0,2,4,5,2,4,0,1,4,4,4,5,0,1,0,0,1,2,0,2,3,3,2,0,0,4,2,4,0,1,4,3,0,2,0,3,0,2,1,2,0,0,0,4,2,0,0,0,0,4,0,0,1,1,0,2,0,0,0,0,3,5,0,5,0,0,5,3,3,0,0,0,3,0,0,0,4,4,0,2,0,1,0,0,1,5,5,5,0,2,1,5,0,5,5,2,0,0,0,0,0,0,2,0,2,0,0,4,0,0,3,3,3,0,0,4,0,2,4,0,0,0,5,5,0,0,4,0,0,1,4,0,0,4,0,2,1,5,0,1,0,0,1,0,0,1,0,0
